ESTADO,MUNICIPIO,RAZÓN SOCIAL,DIRECCIÓN,COORDENADAS,,"HORARIO
",TELEFONO,PÁG WEB,"REDES
FB",CORREO,PET,PEAD,PP (ENVASE),PP (TAPAS),PP (CAPSULAS),PEBD (BOLSA TRANSPARENTE) ,BOPP (LAMINADA),ALUMINIO,HOJALATA,CARTON LAMINADO,VIDRIO
Estado de México,Toluca,Recicladora Santa Ana,"Blvd. Solidaridad las Torres 13, Delegación Sta Ana Tlapaltitlán, CP. 50160
Toluca, Méx.",19.274876547689622,-99.62513148444096,,"722 407 5923
722 347 2989 ",,Recicladora SANTA ANA ,,Si,,,,,,,Si,Si,,
Estado de México,Toluca,Compra Venta de Chatarra Don Boli,"Calle Leonardo Da Vinci, Delegación Sta Ana Tlapaltitlán, CP. 50160
Toluca, Méx.",19.296939908070197,-99.61483828592398,Lunes a viernes 08:00 am - 06:00 pm,722 467 7132,,,,SI,,,,,,,Si,Si,,
Estado de México,Toluca,Recicladora Issa,"José Ma. Pino Suárez, Delegación Sta Ana Tlapaltitlán, CP. 50160
Toluca, Méx.",19.28445595595262,-99.63085605238774,Lunes a Viernes de 09:00 a 06:00,722 709 3213,,,,Si,,,,,,,,,,
Estado de México,Toluca,Ecofibras Ponderosa,"Via Alfredo del Mazo 520, San Juan Buenavista, Independencia
Toluca, Méx.",19.298911747587905,-99.62798041996025,Lunes a Viernes de 08:30 a 05:30,722 167 2343,,,,SI,Si,Si,,,,,,,,
Estado de México,Toluca,Centro de Acopio Toluca (Estacionamiento Super Kompras),"Paseo Universidad 103, Universitaria CP. 50110
Toluca, Méx.",19.284160,-99.674886,Lunes a Viernes 09:00 am - 06:00 pm,,https://www2.toluca.gob.mx/centacopio/,,,Si,Si,,,,Si,Si,Si,Si,Si,Si
Estado de México,Toluca,La bodeguita,"Juan Aldama 104, Universidad, CP. 50130
Toluca, Méx.",19.277750121087973,-99.65485541978664,Lunes a Viernes 09:00 am - 05:00 pm ,722 600 8595,,,,Si,Si,,,,,,Si,Si,,
Estado de México,Toluca,Centro de Acopio Toluca (Super Kompras Fidel Velázquez),"Paseo Fidel Velázquez 707-301, Vértice, CP. 50090
Toluca, Méx.",19.284320,-99.639912,,,,,,Si,Si,,,,Si,Si,Si,Si,Si,Si
Estado de México,Toluca,Mercado de Reciclado Urawa,"Urawa 110 Col. Progreso
Toluca, Méx.",,,,722 212 1821,,,peirbas@hotmail.com,SI,,,,,,,,,,
Estado de México,Toluca ,IMER,"Carr. Toluca-Naucalpan Km. 52.8 N° 1501 Sn. Mateo Otzacatipan Casi esq. Con Av. Las Partidas, Parque Industrial Toluca 2000
Toluca, Méx.
",19.36800129068715,-99.5689643251102,,"722 277 0471 
Ext. 309
722 522 7085",,,"lizbeth.buenrostro@imer-mex.com.mx
rosario.ramirez@imer-mex.com.mx
centrodetransferencia@outlook.com",SI,,,,,,,,,,
Estado de México,Tultepec,Compra de Chatarra y metales el Diablito,"Av Joaquín Montenegro 85, San Martin, CP. 54960
Tultepec, Méx.",19.67476147481573,-99.12841678560947,,55 4549 3325,,,,Si,,,,,,,Si,Si,,
Estado de México,Tultepec,Reciclados,"Av Joaquín Montenegro mz 15, San Martin, CP. 54960
Tultepec, Méx.",19.674765618427557,-99.12844859655597,,55 1474 3369,,,,Si,,,,,,,Si,Si,,
Estado de México,Tultitlán,Desperdicios Industriales Serrano,"Recursos Hidraulicos, CP. 54915 Buenavista
Tultilán, Méx.",19.61865280169273,-99.17725934776577,,55 5365 7758,,,,Si,,,,,,,,,,
Estado de México,Tultitlán,Alcamare S.A de C.V,"Calle 16 de Septiembre 9, Nativitas, CP. 54900
Tultilán, Méx.",19.654464144900732,-99.16820372045623,"Lunes a viernes 08:00 am - 06:00 pm
Sabado 08:00 am - 02:00 pm","55 2777 0604
412 690 2263 ",https://www.alcamare.com/,Alcamare Recycled Poymers ,"ventas@alcamare.com
ventas2@alcamare.com",SI, $	6.20 ,,,,,,sI,Si,Si,
Guanajuato,Celaya,"Centro de Procesamiento de Resinas, S.A. de C.V. CPR Mex","Carretera Celaya a Salvatierra, Km. 14 s/n Localidad Ojo Seco 
Celaya, Gto.",20.39450538015545,-100.78783120357674,,461 165 8646 ext. 112,www.cprmex.net,,"franciscogonzalez@cprmex.net 
pietrobello@cprmex.net
albertoramirez@cprmex.net",SI,,,,,,,,,,
Guanajuato,Comonfort,Alcamare S.A de C.V,"Comonfort CP. 38210
Comonfort, Gto.",20.67499862864681,-100.7639924873538,"Lunes a viernes 08:00 am - 06:00 pm
Sabado 08:00 am - 02:00 pm","461 222 6598
477 745 5006",https://www.alcamare.com/,Alcamare Recycled Poymers ,"ventas@alcamare.com
ventas2@alcamare.com",SI, $	6.20 ,,,,,,sI,Si,Si,
Aguascalientes,Aguascalientes,Cprecicla S.A. de C.V.,"Tren Bala no. 119 Ejido los Arellano, CP. 20340 
Aguascalientes, Méx.",21.799533839068943,-102.27574579279631,,461 216 1110,http://reciclaonline.com/,,,SI,Si,,,,,, $	15.00 ,SI,,
Guanajuato,Pénjamo,Reciclalo S.A. de C.V.,"Calle San Juan, Santa Ana
Pénjamo, Gto.",20.437419951191323,-101.70024896645766,,469 621 8175,http://www.recicla-lo.com/,,reciclalosadecv@yahoo.com.mx,SI, $	2.50 ,Si,,,Limpia,,,,,
Guanajuato,Guanajuato,Petstar - Samuel Cuevas ,"Carretera Guanajuato-Silao KM. 8.5 Col. San José de Luz
Guanajuato, Gto.",,,,"462 187 3635
473 134 3175
333 110 1218

",,,samuelcuevaselias@live.com.mx, $	4.00 ,$2.50,,,,,,$13.00,$1.50,,
Guanajuato,Irapuato,Recicla Ambiente,"Carretera Panamericana México- Guadalajara, Entronque Irapuato - Abasolo (El Trébol). El Carmen, C.P. 36825
Irapuato, Guanajuato.",,,,462 625 9885,https://www.reciclaambiente.com.mx/certificaciones-y-permisos,https://www.facebook.com/Recicla-Ambiente-SA-de-CV-107439217676827/,"ventas@reciclaambiente.com.mx
",Si,,,,,,,Si,Si,,
Guanajuato,,Recicladora Tecomán,"Calle Constelación #508 Colonia Camino Real De La Joya, CP. 37357
León, Gto. ",21.13079158385817,-101.72992870791705,Lunes a viernes 08:00 am - 06:00 pm,"312 166 1340
312 166 1343",http://recicladoratecoman.com/index.html#home,https://www.facebook.com/recicladoratecoman,info@recicladoratecoman.com,Si,,,,,,,,,,
Guanajuato,Irapuato,Reciclemex S. de R.L. de C.V. / Alcamare,"Irapuato - Abasolo, Purisima del Jardin, CP. 36550
Irapuato, Gto.",20.646585607677764,-101.37664573764202,"Lunes a viernes 08:00 am - 06:00 pm
Sabado 08:00 am - 02:00 pm","462 104 7411
462 9621 065",https://www.alcamare.com/,Alcamare Recycled Poymers ,"ventas@alcamare.com
ventas2@alcamare.com",SI, $	6.20 ,,,,,,sI,Si,Si,
Guanajuato,León,Centro de acopio parque los carcamos - Gobierno,"Blvd. Adolfo López Mateos 3402, Hacienda del Campestre CP. 37170
León, Gto.",21.165187,-101.684219,"Lunes a viernes de 09:00 am - 05:00 pm
Sabados de 09:30 am - 05:00 pm",,,,,Donación,Donación,,,,,,Donación,Donación,Donación,
Guanajuato,León,Recicladora Duarte,"Boulevard la Luz col la laborcita, CP. 37670
León, Gto.",21.095461559755996,-101.54300267799076,"Lunes a viernes 08:00 am - 06:00 pm
Sabado 08:00 am - 02:00 pm",,,,,SI,,,,,,,SI,SI,,
Guanajuato,León,Centro de Reciclaje,"Blvd. Miguel de Cervantes Saavedra 732, San Marcos, cp. 37410
León, Gto.",21.114879632158793,-101.70981570167699,,,,,,Si,Si,,,,,,Si,Si,,
Guanajuato,León,Alcamare S.A de C.V,"León de los Aldama - Lagos de Moreno, Lagunillas, CP. 37130
León, Gto.",21.204056,-101.760861,"Lunes a viernes 08:00 am - 05:30 pm
Sabado 08:00 am - 02:00 pm",55 2271 3597,https://www.alcamare.com/,Alcamare Recycled Poymers ,"ventas@alcamare.com
ventas2@alcamare.com",SI, $	6.20 ,,,,,,sI,Si,Si,
Guanajuato,León,Desechos Industriales MAR,"Antonio de Silva #624 Las trojes CP. 37227
León, Gto.",21.138842041941857,-101.66609266868299,,"477 246 4697
477 813 3472",,Recicladora mar,enriquemsv@outlook.com,Si,Si,,,,,,Si,Si,,
Guanajuato,León,Recicladora Briquel,"Boulevard Miguel Hidalgo 7005, Los Castillos CP. 37209
León, Gto.",21.192833,-101.666210,"Lunes a viernes 09:00 am - 05:30 pm
Sabado 08:00 am - 01:30 pm",477 790 8603,https://recicladorabriquel.business.site/,https://www.facebook.com/Briquelrecicladora,metalesbriquel@gmail.com,Si,Si,,,,Si,,Si,Si,,
Guanajuato,León,Metalrivex,"Calle Torrejon de Ardoz 647, Colonia San Carlos CP. 37670
León, Gto.",,,,"477 772 5027
477 772 6564",https://metalrivex.com/,Metalrivex S.A de C.V,,Si,,,,,,,Si,Si,,
Guanajuato,León,Plásticos Ambientales del Bajio S.A de C.V,"Sarmiento 844, Col. San José el Alto, CP. 37545
León, Gto.",21.072644522123568,-101.61094017449832,,477 292 7000,https://www.pab.com.mx/,,eduardo@pab.com.mx,Si,,,,,,,,,,
Guanajuato,León,Reciclados y empacados de Leon,"17 37238, Blvd. Jorge Vértiz Campero 1815, Hda. Santa Fe, CP. 37280
León, Gto.",21.131565883349534,-101.62552377104912,,477 711 4049 ,,,lambolimbo@hotmail.com,SI,SI,,,,,, $	13.00 , $	4.00 ,,
Guanajuato,Silao,RIISA,"Carretera Silao-Leon km 5.1, Colonia San Antonio Texas, CP. 36273
Silao, Gto.",20.98957932072208,-101.49202822373216,,472 103 2500,https://riisa.mx/?fbclid=IwAR2t9SDSbGLs1EbXtGtW9tdoG3wcKAGcxPzxgKsUgrzv_SFZur5uo4QhBrI,,,Si,SI,,,,,,SI,SI,,
Queretaro,Queretaro,Recicladora Robles,"Calle Vicente Guerrero, Jofrito
Queretaro, Qro.",20.86603670388792,-100.41912236396128,,,,,,Si,,,,,,,Si,Si,,
Guanajuato,Dolores Hidalgo,Recicla UVE,"I.N Gto MX, Dolores Hidalgo - Guanajuato NO. 17-C, Centro, CP. 37800
Dolores Hidalgo Cuna de la Independencia Nacional, Gto.",21.15481570305202,-100.94698607973505,"Lunes a viernes 08:00 am - 07:00 pm
Sabado 08:00 am - 04:30 pm",418 184 8891,https://recicla-uve.negocio.site/,,,Si,,,,,,,Si,Si,,
Guerrero,Acapulco de Juárez,Integrare,"Emiliano Zapata 103 Entre Calles 4 Y 5
Acapulco de Juárez, Gro.",16.86372564472958,-99.90722357751909,,"744 482 9884 
744 159 8094 ",,,"integrare_soporte_tecnico@hotmail.com
integrare_recicla@live.com.mx",Si,SI,,,, $	2.50 ,,Si,Si,,
Guerrero,Acapulco de Juárez,Acarecycla,"Calle Alamo esquina Calle Rio Lerma  Col. Hogar Moderno CP. 39580
Acapulco de Juárez, Gro.",16.858338,-99.914416,Lunes a viernes 09:00 am - 06:00 pm,744 506 3129,,,,Si,Si,,,,,,Si,Si,Si,Si
Guerrero,Acapulco de Juárez,Recuperador Ecoacero,"Nicolás Bravo ampliacion Llano Largo 4, 0
Acapulco de Juárez, Gro.",16.82214758729017,-99.81255442410917,Lunes a viernes 08:00 am - 06:00 pm,"744 200 6027
744 402 0847",,https://www.facebook.com/ecoaceroacapulco/,direccionecoacero@hotmail.com,Si,Si,Si,Si,,Postconsumo,Postconsumo,Si,Si,Si,Si
Guerrero,Acapulco de Juárez,Avangard Mexico,"Blvd. Jose López Portillo N° 5 y 6 Bodega 8, Renacimiento
Acapulco De Juárez, Gro.",,,,744 403 6904,,,,$ 4.00,SI,,,,,,,,,
GUERRERO,Chilpancingo de los Bravo,Lucina Uriostegui Brito,"Mz- 3 Lt. 5 Entrada deportivo Las Colinas, Barr. San Isidro Loc. Petaquillas 
Chilpancingo de los Bravo, Gro.",,,,"747 145 45 87
747 142 49 91",,,fredy_guache@hotmail.com,SI,$ 2.50,,,,,, $	23.00 , $	1.50 ,,
GUERRERO,Chilpancingo de los Bravo,Recipet,"Carretera Nacional Mexico - Acapulco kilómeto 9, Petaquillas; entre Chilpancingo y Petaquillas, por el reten de la policia comunitaria. ",,,"Lunes a viernes de 08:00 am - 06:00 pm
Sabados de 08:00 - 02:00 pm","747 509 1721
614 478 9306",,,reciklando@hotmail.com reci.recipet@outlook.com,SI,,,,,,,, $	1.10 ,,
Guerrero,Iguala,Wilfrido Román Bravo ,"Calle Francisco Figueroa Mata  #27 Colonia Ejidal
Iguala, Gro.",18.347880004095718,-99.55534977804096,,"733 107 1170
733 107 5108",,,rombwi@hotmail.com; serviciodeapoyo.aempresas@gmail.com, $	3.00 ,,,,,,, $	13.00 ,,,
Guerrero,Zihuatanejo de Azueta,Adela Gomez Molina,"Carretera s/n entrada al relleno sanitario municipal de Zihuatanejo, Localidad Puerta del Sol
Zihuatanejo de Azueta, Gro. ",,,,"755 101 9955 
755 122 9138
755 136 0482",,,abaylon19@gmail.com,SI, $	2.00 ,,,,,, $	13.00 , $	1.50 ,,
Hidalgo,Atitalaquia,Olmaq Centro de Reciclaje,"Calle Sur 1, Numero 1 (Detrás de gasolinera), Colonia centro, CP. 42970
Atitalaquia, Hgo.",20.069028,-99.221389,"Lunes a viernes 09:00 am - 06:00 pm
Sábado 09:00 am - 6:00 pm",773 121 1064,,,olmak,SI,SI,,,,,,SI,SI,SI,SI
Hidalgo,Tlaxcoapan,Reciclados Vega,"Calle Nicolas Bravo y 16 de septiembre CP. 42960
Tlaxcoapan, Hgo.","20.092726
",-99.246212,,,,,,Si,,,,,,,Si,Si,,
Hidalgo,Epazoyucan,Lucrecia González,"Dirección Km. 3 carretera Pachuquilla-Epazoyucan, Francisco Madero 105. Col. Avila Camacho 
Epazoyucan, Hgo. ",,,,771  208 1916,,,"lucreciag460@gmail.com 
santimtz2111@gmail.com",SI,SI,,,, $	1.50 ,,,, $	1.00 ,$.30 de preferencia entero
Hidalgo,Huehuetoca,Reciclaje,"Av. #12, Benito Juárez, Puente Grande, CP. 54680
Huehuetoca, Edo. Méx.","19.826668
",-99.204538,,,,,,Si,,,,,,,Si,Si,,
Hidalgo,Pachuca de Soto,RIISA,"Carr. Libre Federal Pachuca-México km 65, CP. 43860
Pachuca de Soto, Hgo.",19.93603749589304,-98.88482724447738,,779 123 0504,https://riisa.mx/?fbclid=IwAR2t9SDSbGLs1EbXtGtW9tdoG3wcKAGcxPzxgKsUgrzv_SFZur5uo4QhBrI,,,Si,SI,,,,,,SI,SI,,
Hidalgo,Pachuca de Soto,Reciclador Antonio Morales,"Carretera al Huixmi, Sta Gertrudis No.110, CP. 42111
Pachuca de Soto, Hgo.",20.088838153610407,-98.80288538438158,,771 357 5550,,,,Si,Si,,,,,,Si,Si,, $	0.30 
Hidalgo,Pachuca de Soto,Gilberto Rivera Morales,"Francisco I. Madero 105. Col. Avila Camacho
Pachuca de Soto, Hgo.",,,,951 512 8056,,,,Si,Si,,,,,,Si,,,Si
Hidalgo,Pachuca de Soto,Recicla Desperdicios Industriales,"Calle Cofre de Perote 111, San Cayetano el Bordo, CP. 42084
Pachuca de Soto, Hgo.","20.106664
",-98.772666,,,,,,Si,,,,,,,Si,Si,,
Hidalgo,San Salvador,Recicladora San Antonio,"Calle Allende 289, Centro, San Antonio Zaragoza, 
San Salvador, Hgo.",20.256249402245402,-98.99712127053552,"Lunes a viernes de 08:00 am - 06:00 pm
Sabados de 08:00 - 02:00 pm",771 795 0388,,,,$5.5 cristal,SI,,,, $	1.50 ,, $	16.00 , $	3.00 , $	0.60 ,"$0.30 mixto, roto o entero. Se dejan los costales donde se lleve el material"
Hidalgo,San Salvador,Recicladora San Antonio,"IV Demarcación Calle Nogal, Tepatepec, Francisco I Madero
San Salvador, Hgo.

",,,"Lunes a viernes de 08:00 am - 06:00 pm
Sabados de 08:00 - 02:00 pm",771 795 0388,,,,$5.5 cristal,SI,,,, $	1.50 ,, $	16.00 , $	3.00 , $	0.60 ,"$0.30 mixto, roto o entero. Se dejan los costales donde se lleve el material"
Hidalgo,Tula,Desperdicios Industriales Jimetal,"Carr. a Tepeji del Río - Tula, Hidalgo, Cañada de Madero CP. 76903
Tula, Hgo.","19.982062
",-99.436996,,,,,,Si,,,,,,,Si,Si,,
Jalisco,Acatlán de Juárez,Su recicladora SA. DE CV,"Carretera Guadalajara Barra de Navidad Km. 9 + 890 Crucero de Bellavista, CP. 45700
Acatlán de Juárez, Jal.","20.415336
",-103.629230,,333 407 5351,,,,Si,Si,,Si,,,,Si,,,
Jalisco,Ameca,Recicladora Los Charlys,"Agustín Melgar 2, Niños Héroes, CP. 46649
Ameca, Jal.",20.537533,-104.045606,,,,,,Si,,,,,,,Si,Si,,
Jalisco,Ameca,Recicladora San Martin,"Netzahualcóyotl 115, El Santuario, CP. 46600
Ameca, Jal.","20.538618
",-104.043721,,,,,,Si,,,,,,,Si,Si,,
Jalisco,Ameca,Compra y Venta de Chatarra,"Santa Cecilia, CP. 46610
Ameca, Jal.
",20.536834,-104.035207,,,,,,Si,,,,,,,Si,Si,,
Jalisco,Arandas,Recy-Materiales,"Lib. Sur Km. 5.5
Arandas, Jal.",20.689934,-102.329744,,348 102 2650,,,,Si,,,,,,,,,,
Jalisco,Arandas,Recuperadora Feregrino,"Zona Industrial Destiladores 10, CP. 47180
Arandas, Jal.","20.688021
",-102.362635,,348 784 4758,,Recicladora Feregrino,chatarreriafere@hotmail.com,Si,,,,,,,Si,Si,,
Jalisco,Guadalajara,IRE,"Av Presa de Osorio #3283, Agustín Yáñez (La Florida), CP. 44790
Guadalajara, Jal.","20.665238
",-103.288680,,332 183 8522,https://www.chatarraelectronic.com/,IRE chatarra electronica,,Si,,,,,,,Si,Si,,
Jalisco,Guadalajara,Chatarrería Río Nilo,"Av Río Nilo 1587, Atlas, CP. 44870
Guadalajara, Jal.","20.650980
",-103.325283,,,,,,Si,Si,,,,,,Si,Si,,
Jalisco,Guadalajara,Chatarreria Belisario,"Av. Belisario Domínguez 2034, Belisario Domínguez, CP. 44320
Guadalajara, Jal.","20.700429
",-103.318710,,333 948 4410,,,,Si,Si,,,,,,Si,Si,,Solo cristal a $.80
Jalisco,Guadalajara,Reciclables González Parra,"C. Antonio Enríquez 498, Libertad, CP. 44750
Guadalajara, Jal.","20.670443
",-103.295899,,333 655 5719,,,,Si,,,,,,,Si,Si,,
Jalisco,Guadalajara,"Comercial Recicladora, S.A de C.V COPAMEX","Calle 5, Colón Industrial, CP. 44930
Guadalajara, Jal.","20.640156
",-103.368892,Lunes a viernes de 08:00 a 6:00 pm,333 811 0581,http://www.copamex.com/nosotros.php#gsc.tab=0,,,Si,,,,,,,,,,
Jalisco,Guadalajara,Reciclados Industriales FAGSA Matríz,"Calle Francisco Indalecio Madero 725, El Vergel, CP. 45595
Guadalajara, Jal.","20.590763
",-103.333333,,333 606 5082,http://www.recicladosfagsa.com/home.php,,,Si,Si,,,,,,Si,Si,,
Jalisco,Guadalajara,Reciclados Ascencio,"Calle Gigantes 3930, Aldama Tetlán, CP. 44820
Guadalajara, Jal.","20.660431
",-103.282587,,331 604 3390,https://reciclados-ascencio7.webnode.mx/,,,Si,,,,,,,Si,Si,,
Jalisco,Guadalajara,Obsoleto Recicla,"Calz Juan Pablo II #932, Belisario Domínguez, CP. 44329
Guadalajara, Jal.","20.686031
",-103.322598,,333 370 8412,https://www.chatarraelectronica.com.mx/,,,Si,,,,,,,Si,Si,,
Jalisco,Guadalajara,Javier Torres Rodriguez,"Esquina, Enrique Aguilar, Av 8 de Julio 3029, Lomas de Polanco, CP. 44970
Guadalajara, Jal.","20.631629
",-103.367704,,333 645 4493,,,industriales3029@outlook.com, $	3.00 ,,,,,,, $	15.00 ,Si,,
Jalisco,Guadalajara,M&R Recicladora de Plásticos ,,,,,331 811 5601,,M&R Recicladora De Plásticos,myrecicladora@gmail.com,Si,Si,, $	5.50 ,,,,,,,
Jalisco,Puerto Vallarta,Recicladora palacios,"Francisco murgia s/n CP. 48291
Pto. Vallarta, Jal.
",,,,322 143 0135,,Recicladora Palacios,aureliovictormoya@gmail.com, $	2.80 ,$3.00- $5.00,,,, $	2.50 ,SI, $	19.00 ,,,
Jalisco,Puerto Vallarta ,Omar Gutiérrez,"Carr. Tepic No. 9500 Loc. 2, Colonia Villa las Flores
Pto. Vallarta, Jal.",,,,"331 602 6686
333 968 1817",,,fer_gutz@hotmail.com,SI,,,,, $	2.00 ,,,,SI,
Jalisco,Puerto Vallarta ,Petstar - Rodolfo Daniel Vaca Rico,"Carretera Manzanillo - Puerto Vallarta 92.8 Col. Los Tepeixtes , Manzanillo Colima",,,,314 149  9078,,,vasa-sg@hotmail.com,Si,,,,,,,,,,
Jalisco,San Martín Hidalgo,Recicladora San Martín,"Mariano Otero 22, Deportiva, CP. 46770, 
San Martín Hidalgo, Jal.","20.440794
",-103.936476,,375 104 4362,,,,Si,Si,,,,,,Si,Si,,
Jalisco,San Martín Hidalgo,Recicladora De Plasticos San Martin,"Mariano Otero 22A, Deportiva, 46770 San Martín Hidalgo, Jal.",20.440753,-103.936340,,,,Recicladora De Plasticos San Martin,medina-gutierrezyasoc@hotmail.com,Si,,,,,,,Si,Si,,
Jalisco,San Pedro Tlaquepaque,Metales y Reciclados de Occidente,"Avenida, Anillo Perif. Sur Manuel Gómez Morín #6760 A, CP. 45610
San Pedro Tlaquepaque, Jal.","20.587707
", -103.382894,,33 1578 8508,,,,Si,,,,,,,Si,Si,,
Jalisco,San Pedro Tlaquepaque,Centro de Reciclaje Fortino,"C. República de Guatemala 56, Lomas de Tlaquepaque, CP. 45559
San Pedro Tlaquepaque, Jal.","20.631505
",-103.296939,,,,,,Si,,,,,,,Si,Si,,
Jalisco,San Pedro Tlaquepaque,Recicladora Flores,"Calle Bartolomé de las Casas 53, Colonial Tlaquepaque CP. 45560
San Pedro Tlaquepaque, Jal.","20.628784
",-103.310931,,331 063 2368,,,,Si,Si,,,,,,Si,Si,,
Jalisco,San Pedro Tlaquepaque,Empresarial S. de R.L de C.V,"Calle Brida #4, Colonia Parques de Santa Cruz del Valle
San Pedro Tlaquepaque, Jal.","20.571458
",-103.345745,,333 628 4433,http://www.ltempresarial.com/reciclaje/,,contacto@ltempresarial.com,Si,Si,,,,,,Si,Si,,
Jalisco,San Pedro Tlaquepaque,"Compra Y Venta De Metales ""Los Güeros""","Cuyucuata, Arroyo Las Flores, CP. 45530
San Pedro Tlaquepaque, Jal.",20.5994575759773,-103.39086738465187,,331 825 2724,,https://www.facebook.com/reciclados1/,arturovelisvazquez6@gmail.com,Si,Si,,,,,,Si,Si,,
Jalisco,San Pedro Tlaquepaque,Reciclados Industriales FAGSA Sucursal,"Delicias 80, Las Juntas, CP. 45590
San Pedro Tlaquepaque, Jal.","20.607585
",-103.336207,,333 670 5036,http://www.recicladosfagsa.com/home.php,,,Si,Si,,,,Film limpio,,,,,
Jalisco,San Pedro Tlaquepaque,Avangard Mexico S de RL de CV,"Periferico Sur Num.1588, Col. San Martin de las Flores, CP. 45629
San Pedro Tlaquepaque, Jal.","20.596172
",-103.293657,,331 224 5431,http://www.petstar.mx/,,,SI,Si,,,,,,,,,
Jalisco,San Pedro Tlaquepaque,Enrique Villegas Cornejo,"Tlacotlapan # 183, Posarica y Reynosa, San Pedrito Tlaquepaque
San Pedro Tlaquepaque, Jal.",,,,333 900 9615,,,boteschatarras45@gmail.com, $	2.00 ,,,,,,, $	15.00 , $	2.00 ,,
Jalisco,Sayula,Lumitec / Reciplast de Occidente,"Camino municipal el reparo-El Pochote margen derecho km: 0.5, El reparo, CP. 49339
Sayula, Jal.","19.887734
",-103.512548,,,,,,Si,,,,,,,,,,
Jalisco,Tala,Compra y venta de material,"Carr. a Bellavista San Isidro Mazatepec
Tala, Jal.","20.512611
",-103.615109,,,,,,Si,,,,,,,Si,Si,,
Jalisco,Tepatitlán de Morelos,Recicladora Revitam,"Calle Av 18 de Marzo 440, Del Carmen, CP. 47690
Tepatitlán de Morelos, Jal.",20.808099,-102.753139,,378 781 8887,,,,Si,Si,,,,,,Si,Si,,
Jalisco,Tepatitlán de Morelos,Recicladora Fergua S.A de C.V,"Cordillera de Los Andes 154B, Sierra Hermosa, CP. 47694
Tepatitlán de Morelos, Jal.","20.805129
",-102.757728,,395 117 4643,,,,Si,,,,,,,Si,Si,,
Jalisco,Tlajomulco de Zúñiga,Compra y Venta Metgon,"Camino San Sebastian #199, CP. 45650
Tlajomulco de Zuñiga, Jal.","20.544209
",-103.420576,,333 271 7257,,,,Si,Si,,,,,,Si,Si,,
Jalisco,Tlajomulco de Zúñiga,Ge Cilaam,"Prol. 1º de Mayo 240, Santa Cruz del Valle
Tlajomulco de Zuñiga, Jal.","20.547124
",-103.345746,,,,,, $	4.00 ,,,,,,,Si,Si,,
Jalisco,Tlajomulco de Zúñiga,Recicladora J.A.R.C.E Metales,"Av. Concepción 5800-I, La Unión del Cuatro Centro, CP. 44654
Tlajomulco de Zúñiga, Jal.","20.534390
",-103.366414,,333 830 6312,,,,Si,Si,,,,,,Si,Si,,
Jalisco,Tlajomulco de Zúñiga,Movartese S.A de C.V,"Carretera a Buenavista Km 1 s/n, CP. 45640
Tlajomulco de Zúñiga, Jal.",20.456391,-103.448872,,,,,,Si,Si,,,,,,,,,
Jalisco,Tonala,Centro de Acopio y Recolección Ecológica,"Lázaro Cárdenas 65, Santa Paula, CP. 45420
Tonalá, Jal.",20.600889,-103.250389,"Lunes a viernes 08:00 am - 06:00 pm
Sabado 08:00 am - 02:00 pm",3690 3436,,https://www.facebook.com/Compra-Venta-De-Metales-Olea-456418254501939/,martin_olea@hotmail.com,Si,Si,,,,,,Si,Si,,
Jalisco,Zapopan,Laminas y Reciclados de Occidente S.A de C.V,"Anillo Periférico Nte. Manuel Gómez Morin 85, San Juan de Ocotán, CP. 45019
Zapopan, Jal.","20.703739
",-103.448936,,333 110 1218,,,,Si,,,,,,,,,,
Jalisco,Zapopan,Recicladora Nichos,"Av. Laureles 271, San Isidro Ejidal, CP. 45147
Zapopan, Jal.","20.733188
",-103.396773,,333 656 9290,,,,Si,,,,,,,Si,Si,,
Jalisco,Zapopan,Recicladora Rg,"Av. Manuel M. Dieguez 515A, Constitución, CP. 45130
Zapopan, Jal.","20.726340
",-103.368402,,,,,,Si,,,,,,,Si,Si,,
Jalisco,Zapopan,Reciclados 360,"Av. Tepeyac 2262, Mariano Otero, CP. 45067
Zapopan, Jal.","20.632328
",-103.444319,,331 665 3718,,,,SI,,,,,,,SI,SI,,0.5 y solo cristal
Jalisco,Zapopan,Plasticos y Reciclados de México S.A de C.V,"Av. Vicente Guerrero 495, El Mante, CP. 45235
Zapopan, Jal.","20.606352
",-103.426614,,331 057 0101,http://www.cpplasticos.mx/,,,Post Industrial,"Si, post industrial",,,,,,,,,
Jalisco,Zapopan,Glezco Plasticos,"Base Aérea 88, San Juan de Ocotán, CP. 45019 Zapopan, Jal.","20.707165
",-103.461975,,333 668 5130             ,http://glezcocorp.com.mx/,,yllamas@glezcocorp.com.mx,Si,Si,Si,,,,,Si,Si,,
Jalisco,Zapopan,Recicladora Solano,"Boulevard de los charros 1631, Belenes Nte CP. 45130
Zapopan, Jal.","20.739107
",-103.394599,,,,,,SI,,,,,,,SI,SI,,
Jalisco,Zapopan,"Recicladora Zapopan, S.A. de C.V.","Calle Ejido 564, San Isidro Ejidal, CP. 45147
Zapopan, Jal.","20.732935
",-103.397926,,"333 636 0266
333 110 1862",https://www.recicladorazapopan.com/,,"recicladora_zapopan@yahoo.com.mx
recicladoracomercialdelbajio@hotmail.com",Si,,,,,,, $	13.50 , $	1.50 ,,
