ESTADO,MUNICIPIO,RAZÓN SOCIAL,DIRECCIÓN,MAPA,COORDENADAS,,"HORARIO
",TELEFONO,PÁG WEB,"REDES
FB",CORREO,PET,PEAD,PP (ENVASE),PP (TAPAS),PP (CAPSULAS),PEBD (BOLSA TRANSPARENTE) ,BOPP (LAMINADA),ALUMINIO,HOJALATA,CARTON LAMINADO,CARTÓN,VIDRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coahuila,Torreón,Matresa,"Bulevar Mieleras 210, Ejido Sector Uno Zaragoza
Torreón, Coah.","https://www.google.com/maps/place/MATRESA/@25.4962902,-103.3669931,17z/data=!3m1!4b1!4m8!1m2!2m1!1srecicladora+guerra!3m4!1s0x868fdcc9e8e19f7b:0xbf734625ca85d9ed!8m2!3d25.4962854!4d-103.3648044",25.496334,-103.365008,,871 169 8025,http://matresa.com/,,ileana@matresa.com,SI,,,,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coahuila,Torreón,Chaco,"Fernando Bustos 10, Industrial, CP. 27019
Torreón, Coah.","https://www.google.com/maps/place/Chaco/@25.5828237,-103.3912544,18z/data=!4m8!1m2!2m1!1srecicladora+guerra!3m4!1s0x868fdba41de1d175:0x16649264216e418e!8m2!3d25.5827796!4d-103.3903764","25.583029
",-103.389822,,871 750 8908,,,,,,,,,,,SI,sI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,Colima,Recicladora Colima,"Marcelino Garcia Barragan ·1490, El Porvenir II, CP. 28019
Colima, Col.","https://www.google.com/maps/place/RECICLADORA+DE+COLIMA/@19.2523724,-103.6934695,92m/data=!3m1!1e3!4m15!1m9!2m8!1scentro+de+reciclaje+en+amacueca!3m6!1scentro+de+reciclaje+en+amacueca!2sHotel+Quinta+Minas,+A+Santa+Rosa+%23+1,+45380+Amatit%C3%A1n,+Jal.!3s0x84261758fd0fa6c5:0x5e40d25dcc1d8d82!4m2!1d-103.7315502!2d20.8371398!3m4!1s0x84255b0454d300fd:0x138901a6af1b9aee!8m2!3d19.2522269!4d-103.6936175","19.252260
",-103.693632,,312 161 3367,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,Colima,Sekurit Recicladora Vergen,"Calle 67, Francisco Villa
Colima, Col","https://www.google.com/maps/place/Sekurit+Recicladora+Vergen/@19.223126,-103.7117067,13z/data=!4m8!1m2!2m1!1sreciclaje+colima!3m4!1s0x0:0x467d9d6f6e9d69aa!8m2!3d19.2229089!4d-103.7115276","19.222913
",-103.711524,,,,,,Si,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,Colima,Recicladora La Guadalupana,"Lib. Ejercito Mexicano 498, Fco. Villa I, CP. 28063
Colima, Col.","https://www.google.com/maps/place/Recicladora+La+Guadalupana/@19.2227182,-103.7123421,19z/data=!4m12!1m6!3m5!1s0x0:0x3ad29986d94e6455!2sRecicladora+Bruxeco!8m2!3d19.2434202!4d-103.7398155!3m4!1s0x842550117188fe2d:0x5a38a7f44e5809b2!8m2!3d19.2227378!4d-103.7126147","19.222719
",-103.712597,,,,,,Si,,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,Colima,El Kilo Colima,"Libramiento a Manzanillo 234, Prados del Sur, CP. 28620
Colima, Col.","https://www.google.com/maps/place/Recicladora+El+kilo+Colima,Colima+compra-venta+de+chatarra/@19.2321806,-103.7577466,17z/data=!4m8!1m2!2m1!1sreciclaje+colima!3m4!1s0x84254f0d302f5d6b:0x6acf623cd0e2004f!8m2!3d19.2336188!4d-103.7568972","19.233591
",-103.756907,,,,,,Si,,,,,,,Si,sI,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,Colima,Recicladora Guerra," Calle Acapulco 291 Esq. Sinaloa Col. Santa Maria
Colima, Col.   ","https://www.google.com/maps/search/+Col.+Santa+amalia,+central+camioneta/@19.2306086,-103.7028135,46m/data=!3m1!1e3","19.230713
",-103.702710,,312 301 7407,,,,Si,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,Manzanillo,Recicladora Shigaldi,"Casi esquina con Elías Zamora Verduzco y Calle Lazaro Cardenas s/n, Salagua, CP. 28869.
Manzanillo, Col.","https://www.google.com/maps/place/Recicladora+Shigadi/@19.1171404,-104.332753,17z/data=!3m1!4b1!4m12!1m6!3m5!1s0x0:0x5ee62c34e7b2ddc4!2sReciclaje+de+la+Costa+S.A.+de+C.V.!8m2!3d19.0707194!4d-104.279988!3m4!1s0x8424d661b25e7da1:0x19873a2bc8f179e6!8m2!3d19.1171353!4d-104.3305643","19.117129
",-104.330538,,314 157 8299,,,,Si,, $	3.50 ,,, $	3.50 ,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,Manzanillo,Reciclaje de la Costa S.A de C.V,"Calle 24 N. 30 Col Loma Alta CP. 28876
Manzanillo, Col.","https://www.google.com/maps/place/Reciclaje+de+la+Costa+S.A.+de+C.V./@19.0707731,-104.2800769,21z/data=!4m5!3m4!1s0x0:0x5ee62c34e7b2ddc4!8m2!3d19.0707194!4d-104.279988","19.070712
",-104.279994,,314 334 8888,https://www.facebook.com/recicladoradelacosta/,,recicladoradelacosta@hotmail.com, $	3.50 ,SI,,,,,,SI,SI,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,Tecomán,El Kilo Tecoman,"Calle Ejército Mexicano, Pablo Silva García CP. 28143
Tecomán, Col.","https://www.google.com/maps/place/Recicladora+El+kilo+Tecoman,+Colima+compra-venta+de+chatarra/@18.9089257,-103.8487723,46m/data=!3m1!1e3!4m8!1m2!2m1!1sRecicladora+El+kilo+Colima,Colima+compra-venta+de+chatarra+colima!3m4!1s0x0:0x83b5fdd74367fea6!8m2!3d18.9086489!4d-103.8486984","18.909179
",-103.848819,,,,,,Si,,,,,,,Si,sI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,Villa de Alvarez,Benjamin Perez Campos ,"Hacienda del Carmen 13, Camino a Minatitlán km. 7.5 Col. La Haciendita
Villa de Álvarez, Colima ","https://www.google.com/maps/place/Relleno+Sanitario+Metropolitano/@19.2976264,-103.8089008,740m/data=!3m1!1e3!4m13!1m7!3m6!1s0x8425453ee675017d:0xb7b213275f421382!2sVilla+de+%C3%81lvarez,+Col.!3b1!8m2!3d19.2662338!4d-103.7390574!3m4!1s0x8425443c58712625:0xfd289e2822c1e3dc!8m2!3d19.2964631!4d-103.8072355","19.297713
",-103.807055,,312 194 8280,,,reciclerevive@hotmail.com,SI,SI,,,,SI,, $	18.00 ,SI,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,Villa de Alvarez,El Kilo,"Constitución 900A, San Isidro, CP. 28974
Villa de Álvarez, Col.","https://www.google.com/maps/place/Recicladora+El+kilo+Villa+de+alvarez+Compara-venta+de+chatarra/@19.2552631,-103.7399019,185m/data=!3m1!1e3!4m8!1m2!2m1!1sRecicladora+El+kilo+Colima,Colima+compra-venta+de+chatarra+colima!3m4!1s0x0:0x43295c74c18d3b8!8m2!3d19.2549591!4d-103.7394977","19.255064
",-103.740068,,,,,,Si,,,,,,,Si,sI,,sI,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Eccos Reciclaje Durango,"Carr. Parral Km 3, Acereros, CP. 34030
Durango, Dgo.","https://www.google.com/maps/place/Grupo+Reciclaje+Durango/@24.047424,-104.6584286,19z/data=!4m8!1m2!2m1!1scarretera+parral+km+3!3m4!1s0x869bb7c97a921827:0xb4279a442ecfd811!8m2!3d24.047871!4d-104.6586791",24.047912641008413,-104.65868340830066,,618 835 9298,,Eccos Reciclaje Durango,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,El Guijalo,"Teotihuacan 116, Azcapotzalco, CP. 34160
Durango, Dgo.","https://www.google.com/maps/place/El+G%C3%BCijalo/@24.0116163,-104.6551364,11456m/data=!3m1!1e3!4m8!1m2!2m1!1sCompra+de+Desperdicio+Durango!3m4!1s0x869bb7fcfa89712b:0xf4cd2ba18a6a8c53!8m2!3d24.01158!4d-104.655203",24.011594878233613,-104.65523560942837,,"618 817 1770
618 817 8961",,,,Si,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Aceros Universal ,"Carretera Durango México 1113, Cd Industrial, CP. 34208
Allende, Dgo.","https://www.google.com/maps/place/Aceros+Universales/@24.0304733,-104.6075243,18z/data=!4m5!3m4!1s0x0:0x48078c028b7db1c5!8m2!3d24.0300979!4d-104.6066607",24.030118116803063,-104.60665526043041,,618 817 8840,,,aceros.universal@gmail.com,,,,,,,,Si,sI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Recycling Persa,"Calle Lic Alberto Terrones 300C, Zona Centro CP. 34000
Durango, Dgo.","https://www.google.com/maps/place/Reciclaje+PERSA+bros./@24.0269457,-104.654447,45m/data=!3m1!1e3!4m8!1m2!2m1!1sreciclaje+durango!3m4!1s0x0:0x4e77bf9bf9d32932!8m2!3d24.0269748!4d-104.6545064",24.026971698901306,-104.65452140426481,,618 113 1600,,,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Pecas reciclaje,"Independencia Popular 220, Emiliano Zapata CP. 34230
Durango, Dgo.","https://www.google.com/maps/place/Pecas+Reciclaje/@24.0369437,-104.6227333,1432m/data=!3m1!1e3!4m8!1m2!2m1!1sreciclaje+durango!3m4!1s0x0:0xe8bd6d67995b6b18!8m2!3d24.0364209!4d-104.6205175",24.036419438661497,-104.62048161836952,,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Compra de desperdicio Industrial,"Durango 316, Gustavo Díaz Ordaz, CP. 34120
Durango, Dgo.","https://www.google.com/maps/place/Compra+de+Desperdicio+Durango/@24.0105156,-104.688691,179m/data=!3m1!1e3!4m5!3m4!1s0x0:0x899ade6b150df3eb!8m2!3d24.011035!4d-104.68817",24.011033774917628,-104.68799632734785,,,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Recuperadora de Material Reciclable Aragon,"Calle Tlaxcala 2, Jardines de Cancún, CP. 34167
Durango, Dgo.","https://www.google.com/maps/place/Recuperadora+de+Material+Reciclable/@24.0117613,-104.6263595,88m/data=!3m1!1e3!4m8!1m2!2m1!1sreciclaje+durango!3m4!1s0x869bb78f30262981:0x7ca2147888f5db12!8m2!3d24.011675!4d-104.6262088",24.011660240838044,-104.62620189596245,,618 155 3228,,,,Si,,,,,,,Si,sI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,El Rayo Norteño,"Calle Doroteo Arango 704, José Guadalupe Rodriguez, CP. 34280
Durango, Dgo.","https://www.google.com/maps/place/El+Rayo+Norte%C3%B1o/@24.0211466,-104.6275496,45m/data=!3m1!1e3!4m8!1m2!2m1!1sreciclaje+durango!3m4!1s0x869bb7913d6c250b:0xa7439e64969591d2!8m2!3d24.0210374!4d-104.6275791",24.021084469652926,-104.62766360655957,,,,,,,,,,,,,Si,sI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Chatarra El Tío,"Calle Felipe Angeles 611, José Guadalupe Rodriguez, CP. 34280
Durango, Dgo.","https://www.google.com/maps/place/El+Tio+Compra+Y+Venta+De+Chatarra/@24.0216604,-104.6310243,3a,75y,64.19h,92.68t/data=!3m7!1e1!3m5!1smWLFa-OxXjXylEH2If6Sbw!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DmWLFa-OxXjXylEH2If6Sbw%26output%3Dthumbnail%26cb_client%3Dsearch.gws-prod.gps%26thumb%3D2%26w%3D86%26h%3D86%26yaw%3D66.655365%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m8!1m2!2m1!1scompra+de+chatarra+en+durango!3m4!1s0x869bb793f39c5391:0xe156165c29200702!8m2!3d24.0216754!4d-104.6308966",24.02168622793311,-104.63081011400179,,,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Recicladora La Mina Sucursal Metales,"Blvd. José María Patoni 422, Juan Escutia, CP. 34208
Durango, Dgo.","https://www.google.com/search?rlz=1C1EJFC_enMX819MX819&tbs=lf:1,lf_ui:2&tbm=lcl&q=recicladores+en+durango&rflfq=1&num=10&sa=X&ved=2ahUKEwiFhIizvZntAhVBU80KHeoAC_IQjGp6BAgLEE8&biw=1366&bih=657#rlfi=hd:;si:12944850141930658610,l,ChdyZWNpY2xhZG9yZXMgZW4gZHVyYW5nb1onCgxyZWNpY2xhZG9yZXMiF3JlY2ljbGFkb3JlcyBlbiBkdXJhbmdv;mv:[[24.0612161,-104.6288094],[24.0004444,-104.6952409]]",24.050159466930257,-104.64809128283578,,618 835 9127,,,,,,,,,,,Si,sI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Compra de chatarra el Fede,"Paseo de Las Alamedas 102, Las Alamedas, CP. 34106
Durango, Dgo.","https://www.google.com/maps/place/Compra+Y+Venta+De+Chatarra+%22EL+FEDE%22/@24.0388481,-104.6085489,179m/data=!3m1!1e3!4m8!1m2!2m1!1sreciclaje+durango!3m4!1s0x0:0xfadeefe2c39903b4!8m2!3d24.0390371!4d-104.6082437",24.03898899900635,-104.6082726396024,,,,,,Si,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,El Casi,"Claveles 124, Las Palmas, CP. 34014
Durango, Dgo.","https://www.google.com/maps/place/El+Casi/@24.047039,-104.698576,716m/data=!3m1!1e3!4m12!1m6!3m5!1s0x0:0x899ade6b150df3eb!2sCompra+de+Desperdicio+Durango!8m2!3d24.011035!4d-104.68817!3m4!1s0x869bc9ac8ecd0811:0xe8f8b247282f35cc!8m2!3d24.0470739!4d-104.698634",24.047113144929543,-104.69867993412021,,,,,,Si,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Desperdicios Industriales Feregrino,"Mazatlán - Durango, SARH CP. 34113
Durango, Dgo.","https://www.google.com/maps/place/24%C2%B000'40.2%22N+104%C2%B041'28.1%22W/@24.0111565,-104.691151,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d24.0111565!4d-104.691151",24.0111470836099,-104.69115499631607,,618 126 7184,,,,,,,,,,,Si,sI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Compra Y venta de Fierro Viejo,"Calle Camino a la Loma 15, San Carlos, CP. 34168
Durango, Dgo.","https://www.google.com/maps/place/Compra+y+Venta+de+Fierro+Viejo/@24.0185813,-104.615132,89m/data=!3m1!1e3!4m8!1m2!2m1!1sreciclaje+durango!3m4!1s0x869bb79d27cf9e11:0xcce60b3ea946d450!8m2!3d24.0186202!4d-104.6149207",24.018492522333702,-104.61485040366892,,,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Compra y Venta de Chatarra San Carlos,"Calle Yucatán 107, San Carlos, CP. 34168
Durango, Dgo.","https://www.google.com/maps/place/Compra+y+Venta+de+Chatalla+San+Carlos/@24.0184755,-104.6216657,19z/data=!4m12!1m6!3m5!1s0x0:0xef757e6870ed5708!2sRecyclas!8m2!3d24.0130422!4d-104.6728253!3m4!1s0x869bb79adc5937e9:0x7f1fa1ef1bd2d8de!8m2!3d24.0185524!4d-104.6214999",24.01852543493289,-104.62164432247856,,,,,,,,,,,,,Si,sI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Compra y Venta de Chatarra,"Sta. Martha, San Carlos, CP. 34168
Durango, Dgo.","https://www.google.com/maps/place/Compra+y+Venta+de+Chatarra/@24.0153285,-104.6131913,45m/data=!3m1!1e3!4m8!1m2!2m1!1sCompra+de+Desperdicio+Durango!3m4!1s0x869bb782893a412d:0xdebe2419ae3d1f3d!8m2!3d24.015418!4d-104.61312",24.01534654099757,-104.61307460988931,,,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Compra Venta El Oro,"Av San Luis, San Luis, CP. 34320
Durango, Dgo.","https://www.google.com/maps/place/Compra+Venta+de+Fierro+El+Oro/@24.0565228,-104.5886565,179m/data=!3m1!1e3!4m8!1m2!2m1!1sCompra+de+Desperdicio+Durango!3m4!1s0x869bb6dfe0878c09:0xf966c4bb4b9f9f4b!8m2!3d24.0566529!4d-104.588652",24.05633544877286,-104.58848747948393,,,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Recyclass,"Calle Luna 629, Tierra Blanca, CP 34139
Durango, Dgo.","https://www.google.com/maps/place/Recyclas/@24.0130422,-104.6728253,15z/data=!4m5!3m4!1s0x0:0xef757e6870ed5708!8m2!3d24.0130422!4d-104.6728253",24.013157353347893,-104.67276360923563,,618 184 8580,,,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango,Recicladora La Mina Sucursal Plasticos,"Calle 12 de diciembre 124 La Cuadra del ferrocarril CP. 34020
Durango, Dgo.","https://www.google.com/maps/place/Autolavado+Amadeus/@24.037376,-104.6755954,3a,75y,273.74h,82.32t/data=!3m6!1e1!3m4!1sFq5sg1B_9omRtVIo_x21aw!2e0!7i13312!8i6656!4m13!1m7!3m6!1s0x869bc82ee2a1d8dd:0x1fc6f396592671fe!2sAv.+del+Factor,+Durango,+Dgo.!3b1!8m2!3d24.0389088!4d-104.6668236!3m4!1s0x869bc830ce457bb7:0xbf1a4172c01732fe!8m2!3d24.0372094!4d-104.6757747",24.03749480422133,-104.67581429435016,,618 835 9127,,,,Si,,,,,,,Si,sI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango ,Reciclados del Norte,"De Las Rosas, Industrial Nuevo Durango, Col. Massie CP. 34217
Durango, Dgo.","https://www.google.com/maps/place/Reciclados+del+Norte/@24.0541356,-104.6446991,3a,75y,241.75h,98.74t/data=!3m6!1e1!3m4!1sIIX2C1Z1U3BEbSgmm_6g9g!2e0!7i16384!8i8192!4m12!1m6!3m5!1s0x869bb632483c7449:0x2973c9517a78c8f!2sReciclados+del+Norte!8m2!3d24.0541138!4d-104.6448437!3m4!1s0x869bb632483c7449:0x2973c9517a78c8f!8m2!3d24.0541138!4d-104.6448437",24.05433668505419,-104.64490539053043,,,,,,,,,,,,,Si,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango ,Reciclajes TNT,"Avenida Primo De Verdad 1608, Col. Lucio Cabañas
Durango, Dgo.","https://www.google.com/maps/place/Reciclajes+TNT/@24.0037049,-104.6833171,17z/data=!3m1!4b1!4m5!3m4!1s0x869bb7ff5f877829:0x45b12bbd3697cf13!8m2!3d24.0037!4d-104.681123",24.003659674301105,-104.6811829372604,"Lunes a viernes de 09:00 am - 06:00 pm
Sabados de 09:00 - 03:00 pm",618 299 4378,,,"java_mexico@hotmail.com
buz_z89@hotmail.com",Si,,,,,,,Si,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,Durango ,Compra y Venta de Chatarra,"Primo de Verdad 706, Valle del Sur, CP. 34120
Durango, Dgo.","https://www.google.com/maps/place/Primo+de+Verdad+706,+Valle+del+Sur,+34120+Durango,+Dgo./@24.009961,-104.6788013,21z/data=!4m5!3m4!1s0x869bc80da18d1bc9:0xe85b0d0e2f3f9bb8!8m2!3d24.010075!4d-104.678861",24.00998394212073,-104.67888248156852,,,,,,,,,,,,,Si,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Atlacomulco,Recuperadora de Metales ,"Atlacomulco, Estado de México","https://www.google.com/maps/place/Recuperadora+De+Metales+%22Se+Compra%22/@19.7910377,-99.8684399,3a,37.5y,26.23h,90.01t/data=!3m6!1e1!3m4!1sfFCf7AvQbCddCrBNXzMO0A!2e0!7i16384!8i8192!4m8!1m2!2m1!1scompra+de+pet+en+atlacomulco+vicper!3m4!1s0x85d258c333413787:0x5827feb5dbd91c27!8m2!3d19.791127!4d-99.8683836",19.791161418768382,-99.86835343939374,,"712 159 1451
712 174 0038",,,,Si,,,,,,, $	23.00 ,Si,, $	2.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Atlacomulco,Compra de pet La Mega,"Carretera Atlacomulco el Oro, Las Mercedes, CP. 50455
Atlacomulco, Méx.","https://www.google.com/maps/@19.7899179,-99.8921943,3a,30y,111.79h,85.37t/data=!3m6!1e1!3m4!1srkrU249S-HW_e8e2aVkOXQ!2e0!7i16384!8i8192",19.78985939434544,-99.8920111594706,Lunes a viernes de 09:00 a 06:00 pm,,,,,Si,Si,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Atlacomulco,Compra de desperdicios Industriales,"Circuito Vial Jorge Jimenez Cantú, Col 4 Milpas CP. 50450
Atlacomulco, Méx.","https://www.google.com.mx/maps/@19.7921953,-99.8857882,155m/data=!3m1!1e3?hl=es",19.792232438285293,-99.88576116538917,Lunes a viernes de 09:00 a 06:00 pm,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Atlacomulco,DART de MÉXICO S. de R.L. de C.V.,"Maximino Montiel Olmos Mz 18 L2, Parque Industrial Atlacomulco CP. 50450
Atlacomulco, Méx ","https://www.google.com/maps/place/Dart+de+M%C3%A9xico,+S.+de+R.L.+de+C.V./@19.7617309,-99.9001575,13z/data=!4m12!1m6!3m5!1s0x0:0x2a30ed1e1518688e!2sDart+de+M%C3%A9xico,+S.+de+R.L.+de+C.V.!8m2!3d19.7782386!4d-99.8948038!3m4!1s0x0:0x2a30ed1e1518688e!8m2!3d19.7782386!4d-99.8948038",19.778238141144847,-99.89480771930687,,442 225 62 60,,,gerardo.pedra@dart.biz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Atlacomulco,Compra y venta de Desperdicios Industriales- Vicper,"Toluca - Atlacomulco, San Martin, CP. 50450
Atlacomulco, Méx.","https://www.google.com/maps/@19.7878505,-99.8675788,3a,89.9y,234.7h,91.58t/data=!3m6!1e1!3m4!1s1dLKLaHXjuDCecvM6ogEng!2e0!7i16384!8i8192",19.78779011198063,-99.8677290580504,,712 122 5558,,,,SI,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Atlacomulco,Desperdicios Industriales Miranda,"Rafel Fabila #40. Col el Calvario CP. 50450
Atlacomulco, Méx","https://www.google.com/maps/@19.7955292,-99.868922,3a,75y,77.64h,97.63t/data=!3m6!1e1!3m4!1sf--HMgpi5RAuf21v6UJCAg!2e0!7i16384!8i8192",19.795592558078486,-99.86891733529559,,712 122 3803,,,,Si,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Chalco,Compra y Venta de Desperdicios Industriales,"Av Aquiles Serdán, Emiliano Zapata, CP. 56608
Valle de Chalco Solidaridad, Méx.","https://www.google.com/maps/place/Compra+Y+Venta+De+Desperdicios+Industriales/@19.2813357,-98.8884749,11z/data=!4m8!1m2!2m1!1scompra+y+venta+de+desperdicios+industriales+chalco!3m4!1s0x85ce1ee7773590c5:0xc8c22f9f2c13b71c!8m2!3d19.2813745!4d-98.8883363",19.28136852086388,-98.88833239409735,,,,,,Si,Si,,,,,,Si,Si,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Chalco,Roa Reciclables ,"Calle 16 de Septiembre Mz 15, San Miguel Jacalones, CP. 56604
Valle de Chalco Solidaridad, Méx.","https://www.google.com/maps/place/Roa+Reciclables/@19.2707825,-98.8988647,15z/data=!4m2!3m1!1s0x0:0xbca39559a83d10c5?sa=X&ved=2ahUKEwjuierS697rAhUNi6wKHZlDBVgQ_BIwFXoECBEQCA",19.270780601064125,-98.8988653705635,"Lunes a viernes 08:00 - 06:00 pm
Sabado 08:00 a 02:00 pm","55 4321 4510 
55 5018 0473",https://roareciclables.com/,,roa3112recy@gmail.com,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Chalco,Compra y venta de desperdicio Industrial Azteca,"Calle Aztecas Mz45 Lt10, Culturas de Mexico, CP. 56607 Valle de Chalco Solidaridad, Méx.","https://www.google.com/maps/place/COMPRA+Y+VENTA+DE+DESPERDICIO+INDUSTRIAL+Azteca/@19.2692788,-98.9076042,3a,75y,270.95h,93.82t/data=!3m7!1e1!3m5!1sSrbeA-wVA7sBB6d8jUvZYw!2e0!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3DSrbeA-wVA7sBB6d8jUvZYw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D309.89233%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m8!1m2!2m1!1scompra+de+reciclables+Milpa+alta!3m4!1s0x85ce1eb9f4b41213:0xa712a4ab6ed4e056!8m2!3d19.269264!4d-98.9077009",19.269251321930298,-98.90769935444347,"Lunes a viernes 09:00 - 06:00 pm
Sabado 09:00 a 01:00 pm",,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Chalco,Recicladora Polvorin,"Xochiquetzal 36, Culturas de Mexico, CP. 56607
Chalco de Díaz Covarrubias, Méx.","https://www.google.com/maps/place/Recicladora+%22Polvorin%22/@19.2659756,-98.9041844,17z/data=!4m8!1m2!2m1!1srecicladora+xochiquetzal!3m4!1s0x85ce1eb7d66ecf5b:0x37355ee422fdf32f!8m2!3d19.2655469!4d-98.902575",19.265560351898642,-98.90256300467537,"Lunes a viernes 10:00 - 07:00 pm
Sabado 09:00 a 05:00 pm",,,,,Si,Si,,,,,,Si,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Chalco,Recicladora Gabis,"Xochiquetzal, Culturas de Mexico, CP. 56600
Chalco de Díaz Covarrubias, Méx.","https://www.google.com/maps/place/Recicladora+Gabis/@19.2617239,-98.9091867,17z/data=!4m8!1m2!2m1!1srecicladora+xochiquetzal!3m4!1s0x85ce1eb41c308a37:0xab2ce0c015c42a92!8m2!3d19.2617239!4d-98.906998",19.261713771747566,-98.90698192421539,"Lunes a viernes 09:00 - 05:00 pm
Sabado 09:00 a 05:00 pm",,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado de México,Chalco,Recicladora Xochiquetzal,"Xochiquetzal, Culturas de Mexico, CP. 56607
Chalco de Díaz Covarrubias, Méx.","https://www.google.com/maps/place/Recicladora+Xochiquetzal/@19.2659756,-98.9041844,17z/data=!3m1!4b1!4m8!1m2!2m1!1srecicladora+xochiquetzal!3m4!1s0x85ce1ec825b88bf7:0x6732f7b6b5154a5e!8m2!3d19.2659705!4d-98.9019957",19.265973901455812,-98.90200138975347,"Lunes a viernes 10:00 - 07:00 pm
Sabado 09:00 a 01:00 pm",,,,,Si,Si,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
